DOMAIN,DOMAIN_TYPE,DNS_SERVER,SPF,SPF_MULTIPLE_ALLS,SPF_NUM_DNS_QUERIES,SPF_TOO_MANY_DNS_QUERIES,DMARC,DMARC_POLICY,DMARC_PCT,DMARC_ASPF,DMARC_SP,DMARC_FORENSIC_REPORT,DMARC_AGGREGATE_REPORT,BIMI_RECORD,BIMI_VERSION,BIMI_LOCATION,BIMI_AUTHORITY,SPOOFING_POSSIBLE,SPOOFING_TYPE
"employeeexpress.gov,Federal - Executive,Office of Personnel Management,OPM Human Resource Solutions,Macon,GA,dana.dulaney@opm.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarc_agg@vali.email; ruf=mailto:DMARCforensic@opm.gov;",reject,,,,,"reports@dmarc.cyber.dhs.gov,dmarc_agg@vali.email",,,,,FALSE,"Spoofing is not possible for employeeexpress.gov,Federal - Executive,Office of Personnel Management,OPM Human Resource Solutions,Macon,GA,dana.dulaney@opm.gov."
"cybercareers.gov,Federal - Executive,Office of Personnel Management,OPM Human Resource Solutions,Washington,DC,dana.dulaney@opm.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarc_agg@vali.email; ruf=mailto:DMARCforensic@opm.gov;",reject,,,,,"reports@dmarc.cyber.dhs.gov,dmarc_agg@vali.email",,,,,FALSE,"Spoofing is not possible for cybercareers.gov,Federal - Executive,Office of Personnel Management,OPM Human Resource Solutions,Washington,DC,dana.dulaney@opm.gov."
"federaljobs.gov,Federal - Executive,Office of Personnel Management,OPM Human Resource Solutions,Macon,GA,dana.dulaney@opm.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarc_agg@vali.email; ruf=mailto:DMARCforensic@opm.gov;",reject,,,,,"reports@dmarc.cyber.dhs.gov,dmarc_agg@vali.email",,,,,FALSE,"Spoofing is not possible for federaljobs.gov,Federal - Executive,Office of Personnel Management,OPM Human Resource Solutions,Macon,GA,dana.dulaney@opm.gov."
"feb.gov,Federal - Executive,Office of Personnel Management,Federal Executive Board,Washington,DC,dana.dulaney@opm.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarc_agg@vali.email; ruf=mailto:DMARCforensic@opm.gov;",reject,,,,,"reports@dmarc.cyber.dhs.gov,dmarc_agg@vali.email",,,,,FALSE,"Spoofing is not possible for feb.gov,Federal - Executive,Office of Personnel Management,Federal Executive Board,Washington,DC,dana.dulaney@opm.gov."
"fedjobs.gov,Federal - Executive,Office of Personnel Management,OPM Human Resource Solutions,Macon,GA,dana.dulaney@opm.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarc_agg@vali.email; ruf=mailto:DMARCforensic@opm.gov;",reject,,,,,"reports@dmarc.cyber.dhs.gov,dmarc_agg@vali.email",,,,,FALSE,"Spoofing is not possible for fedjobs.gov,Federal - Executive,Office of Personnel Management,OPM Human Resource Solutions,Macon,GA,dana.dulaney@opm.gov."
"fedshirevets.gov,Federal - Executive,Office of Personnel Management,OPM Human Resource Solutions,Washington,DC,dana.dulaney@opm.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarc_agg@vali.email; ruf=mailto:DMARCforensic@opm.gov;",reject,,,,,"reports@dmarc.cyber.dhs.gov,dmarc_agg@vali.email",,,,,FALSE,"Spoofing is not possible for fedshirevets.gov,Federal - Executive,Office of Personnel Management,OPM Human Resource Solutions,Washington,DC,dana.dulaney@opm.gov."
"fegli.gov,Federal - Executive,Office of Personnel Management,OPM Federal Employees Benefits,Washington,DC,dana.dulaney@opm.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarc_agg@vali.email; ruf=mailto:DMARCforensic@opm.gov;",reject,,,,,"reports@dmarc.cyber.dhs.gov,dmarc_agg@vali.email",,,,,FALSE,"Spoofing is not possible for fegli.gov,Federal - Executive,Office of Personnel Management,OPM Federal Employees Benefits,Washington,DC,dana.dulaney@opm.gov."
"fsafeds.gov,Federal - Executive,Office of Personnel Management,OPM Federal Employees Benefits,Washington,DC,dana.dulaney@opm.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarc_agg@vali.email; ruf=mailto:DMARCforensic@opm.gov;",reject,,,,,"reports@dmarc.cyber.dhs.gov,dmarc_agg@vali.email",,,,,FALSE,"Spoofing is not possible for fsafeds.gov,Federal - Executive,Office of Personnel Management,OPM Federal Employees Benefits,Washington,DC,dana.dulaney@opm.gov."
"mypay.gov,Federal - Executive,Department of Defense,Defense Finance and Accounting Service,Indianapolis,IN,(blank)",subdomain,1.1.1.1,,,0,FALSE,,,,,,,,,,,,TRUE,"Spoofing possible for mypay.gov,Federal - Executive,Department of Defense,Defense Finance and Accounting Service,Indianapolis,IN,(blank)."
"golearn.gov,Federal - Executive,Office of Personnel Management,OPM Center for Leadership Development,Washington,DC,dana.dulaney@opm.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarc_agg@vali.email; ruf=mailto:DMARCforensic@opm.gov;",reject,,,,,"reports@dmarc.cyber.dhs.gov,dmarc_agg@vali.email",,,,,FALSE,"Spoofing is not possible for golearn.gov,Federal - Executive,Office of Personnel Management,OPM Center for Leadership Development,Washington,DC,dana.dulaney@opm.gov."
"governmentjobs.gov,Federal - Executive,Office of Personnel Management,OPM Human Resource Solutions,Macon,GA,dana.dulaney@opm.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarc_agg@vali.email; ruf=mailto:DMARCforensic@opm.gov;",reject,,,,,"reports@dmarc.cyber.dhs.gov,dmarc_agg@vali.email",,,,,FALSE,"Spoofing is not possible for governmentjobs.gov,Federal - Executive,Office of Personnel Management,OPM Human Resource Solutions,Macon,GA,dana.dulaney@opm.gov."
"nationalresourcedirectory.gov,Federal - Executive,Department of Defense,Office of Warrior Care Policy,Arlington,VA,(blank)",subdomain,1.1.1.1,,,0,FALSE,,,,,,,,,,,,TRUE,"Spoofing possible for nationalresourcedirectory.gov,Federal - Executive,Department of Defense,Office of Warrior Care Policy,Arlington,VA,(blank)."
"opm.gov,Federal - Executive,Office of Personnel Management,Office Of Personnel Management,Macon,GA,dana.dulaney@opm.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarc_agg@vali.email; ruf=mailto:DMARCforensic@opm.gov;",reject,,,,,"reports@dmarc.cyber.dhs.gov,dmarc_agg@vali.email",,,,,FALSE,"Spoofing is not possible for opm.gov,Federal - Executive,Office of Personnel Management,Office Of Personnel Management,Macon,GA,dana.dulaney@opm.gov."
"pac.gov,Federal - Executive,Office of Personnel Management,Performance Accountability Council,Washington,DC,kevin.crews@opm.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarc_agg@vali.email; ruf=mailto:DMARCforensic@opm.gov;",reject,,,,,"reports@dmarc.cyber.dhs.gov,dmarc_agg@vali.email",,,,,FALSE,"Spoofing is not possible for pac.gov,Federal - Executive,Office of Personnel Management,Performance Accountability Council,Washington,DC,kevin.crews@opm.gov."
"pmf.gov,Federal - Executive,Office of Personnel Management,Presidential Management Fellows,Washington,DC,dana.dulaney@opm.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarc_agg@vali.email; ruf=mailto:DMARCforensic@opm.gov;",reject,,,,,"reports@dmarc.cyber.dhs.gov,dmarc_agg@vali.email",,,,,FALSE,"Spoofing is not possible for pmf.gov,Federal - Executive,Office of Personnel Management,Presidential Management Fellows,Washington,DC,dana.dulaney@opm.gov."
"telework.gov,Federal - Executive,Office of Personnel Management,""OPM Policy, Data, Oversight"",Washington,DC,dana.dulaney@opm.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarc_agg@vali.email; ruf=mailto:DMARCforensic@opm.gov;",reject,,,,,"reports@dmarc.cyber.dhs.gov,dmarc_agg@vali.email",,,,,FALSE,"Spoofing is not possible for telework.gov,Federal - Executive,Office of Personnel Management,""OPM Policy, Data, Oversight"",Washington,DC,dana.dulaney@opm.gov."
"unlocktalent.gov,Federal - Executive,Office of Personnel Management,OPM Enterprise Human Resources Integration,Washington,DC,Dana.Dulaney@OPM.GOV",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarc_agg@vali.email; ruf=mailto:DMARCforensic@opm.gov;",reject,,,,,"reports@dmarc.cyber.dhs.gov,dmarc_agg@vali.email",,,,,FALSE,"Spoofing is not possible for unlocktalent.gov,Federal - Executive,Office of Personnel Management,OPM Enterprise Human Resources Integration,Washington,DC,Dana.Dulaney@OPM.GOV."
"usastaffing.gov,Federal - Executive,Office of Personnel Management,OPM Human Resource Solutions,Macon,GA,cybersolutions@opm.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarc_agg@vali.email; ruf=mailto:DMARCforensic@opm.gov;",reject,,,,,"reports@dmarc.cyber.dhs.gov,dmarc_agg@vali.email",,,,,FALSE,"Spoofing is not possible for usastaffing.gov,Federal - Executive,Office of Personnel Management,OPM Human Resource Solutions,Macon,GA,cybersolutions@opm.gov."
"usalearning.gov,Federal - Executive,Office of Personnel Management,OPM Center for Leadership Development,Washington,DC,dana.dulaney@opm.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarc_agg@vali.email; ruf=mailto:DMARCforensic@opm.gov;",reject,,,,,"reports@dmarc.cyber.dhs.gov,dmarc_agg@vali.email",,,,,FALSE,"Spoofing is not possible for usalearning.gov,Federal - Executive,Office of Personnel Management,OPM Center for Leadership Development,Washington,DC,dana.dulaney@opm.gov."
"usajobs.gov,Federal - Executive,Office of Personnel Management,OPM Human Resource Solutions,Washington,DC,dana.dulaney@opm.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarc_agg@vali.email; ruf=mailto:DMARCforensic@opm.gov;",reject,,,,,"reports@dmarc.cyber.dhs.gov,dmarc_agg@vali.email",,,,,FALSE,"Spoofing is not possible for usajobs.gov,Federal - Executive,Office of Personnel Management,OPM Human Resource Solutions,Washington,DC,dana.dulaney@opm.gov."
"peacecorpsoig.gov,Federal - Executive,Peace Corps,Office of Inspector General,Washington,DC,SOC2@PeaceCorps.Gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:Dmarc@peacecorps.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:Dmarc@peacecorps.gov; fo=0; adkim=r; aspf=r; rf=afrf",reject,,r,,,"Dmarc@peacecorps.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for peacecorpsoig.gov,Federal - Executive,Peace Corps,Office of Inspector General,Washington,DC,SOC2@PeaceCorps.Gov."
"peacecorps.gov,Federal - Executive,Peace Corps,Peace Corps,Washington,DC,SOC2@peacecorps.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:Dmarc@peacecorps.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:Dmarc@peacecorps.gov; fo=0; adkim=r; aspf=r; rf=afrf",reject,,r,,,"Dmarc@peacecorps.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for peacecorps.gov,Federal - Executive,Peace Corps,Peace Corps,Washington,DC,SOC2@peacecorps.gov."
"pbgc.gov,Federal - Executive,Pension Benefit Guaranty Corporation,Office of Information Technology,Washington,DC,INFO-USCERT@pbgc.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:DMARCReport@pbgc.gov,mailto:reports@dmarc.cyber.dhs.gov;",reject,,,,,"DMARCReport@pbgc.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for pbgc.gov,Federal - Executive,Pension Benefit Guaranty Corporation,Office of Information Technology,Washington,DC,INFO-USCERT@pbgc.gov."
"presidio.gov,Federal - Executive,Presidio Trust,Presidio Trust,San Francisco,CA,securitycontact@presidiotrust.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1;p=reject;rua=mailto:dmarc_reports@presidiotrust.gov,mailto:reports@dmarc.cyber.dhs.gov",reject,,,,,"dmarc_reports@presidiotrust.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for presidio.gov,Federal - Executive,Presidio Trust,Presidio Trust,San Francisco,CA,securitycontact@presidiotrust.gov."
"presidiocommercial.gov,Federal - Executive,Presidio Trust,Presidio Trust,San Francisco,CA,securitycontact@presidiotrust.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1;p=reject;rua=mailto:dmarc_reports@presidiotrust.gov,mailto:reports@dmarc.cyber.dhs.gov",reject,,,,,"dmarc_reports@presidiotrust.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for presidiocommercial.gov,Federal - Executive,Presidio Trust,Presidio Trust,San Francisco,CA,securitycontact@presidiotrust.gov."
"presidiotrust.gov,Federal - Executive,Presidio Trust,Presidio Trust,San Francisco,CA,securitycontact@presidiotrust.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1;p=reject;rua=mailto:dmarc_reports@presidiotrust.gov,mailto:reports@dmarc.cyber.dhs.gov",reject,,,,,"dmarc_reports@presidiotrust.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for presidiotrust.gov,Federal - Executive,Presidio Trust,Presidio Trust,San Francisco,CA,securitycontact@presidiotrust.gov."
"pbrb.gov,Federal - Executive,Public Buildings Reform Board,General Services Administration,Washington,DC,gsa-ir@gsa.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; fo=1; ri=86400; rua=mailto:dmarcreports@gsa.gov, mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:dmarcfailures@gsa.gov",reject,100,,,dmarcfailures@gsa.gov,"dmarcreports@gsa.gov, reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for pbrb.gov,Federal - Executive,Public Buildings Reform Board,General Services Administration,Washington,DC,gsa-ir@gsa.gov."
"presidiotunneltops.gov,Federal - Executive,Presidio Trust,Presidio Trust,San Francisco,CA,securitycontact@presidiotrust.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1;p=reject;rua=mailto:dmarc_reports@presidiotrust.gov,mailto:reports@dmarc.cyber.dhs.gov",reject,,,,,"dmarc_reports@presidiotrust.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for presidiotunneltops.gov,Federal - Executive,Presidio Trust,Presidio Trust,San Francisco,CA,securitycontact@presidiotrust.gov."
"pclob.gov,Federal - Executive,Privacy and Civil Liberties Oversight Board,Privacy & Civil Liberties Oversight Board,Washington,DC,soc@pclob.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:it@pclob.gov,mailto:dmarcreports@gsa.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:soc@pclob.gov,mailto:dmarcfailures@gsa.gov; fo=1; adkim=r; aspf=r; pct=100; rf=afrf; ri=86400;",reject,100,r,,"soc@pclob.gov,dmarcfailures@gsa.gov","it@pclob.gov,dmarcreports@gsa.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for pclob.gov,Federal - Executive,Privacy and Civil Liberties Oversight Board,Privacy & Civil Liberties Oversight Board,Washington,DC,soc@pclob.gov."
"investor.gov,Federal - Executive,Securities and Exchange Commission,Network Operations Branch,Washington,DC,security@sec.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@sec.gov!10m,mailto:SOCReporting@sec.gov!10m,mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@sec.gov!10m,SOCReporting@sec.gov!10m,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for investor.gov,Federal - Executive,Securities and Exchange Commission,Network Operations Branch,Washington,DC,security@sec.gov."
"prc.gov,Federal - Executive,Postal Regulatory Commission,Postal Regulatory Commission,Washington,DC,itsecure@prc.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; sp=reject; rua=mailto:itsecure@prc.gov, mailto:reports@dmarc.cyber.dhs.gov; rf=afrf; pct=100; ri=86400",reject,100,,reject,,"itsecure@prc.gov, reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for prc.gov,Federal - Executive,Postal Regulatory Commission,Postal Regulatory Commission,Washington,DC,itsecure@prc.gov."
"sec.gov,Federal - Executive,Securities and Exchange Commission,Network Operations Branch,Washington,DC,security@sec.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@sec.gov!10m,mailto:SOCReporting@sec.gov!10m,mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@sec.gov!10m,SOCReporting@sec.gov!10m,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for sec.gov,Federal - Executive,Securities and Exchange Commission,Network Operations Branch,Washington,DC,security@sec.gov."
"business.gov,Federal - Executive,Small Business Administration,Small Business Administration,Washington,DC,CISO@sba.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1;p=reject;pct=100;rua=mailto:reports@dmarc.cyber.dhs.gov,mailto:DMARC-Reports@sba.gov;ruf=mailto:reports@dmarc.cyber.dhs.gov,mailto:DMARC-Reports@sba.gov;fo=1",reject,100,,,"reports@dmarc.cyber.dhs.gov,DMARC-Reports@sba.gov","reports@dmarc.cyber.dhs.gov,DMARC-Reports@sba.gov",,,,,FALSE,"Spoofing is not possible for business.gov,Federal - Executive,Small Business Administration,Small Business Administration,Washington,DC,CISO@sba.gov."
"nwbc.gov,Federal - Executive,Small Business Administration,Small Business Administration,Washington,DC,CISO@sba.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1;p=reject;pct=100;rua=mailto:reports@dmarc.cyber.dhs.gov,mailto:DMARC-Reports@sba.gov;ruf=mailto:reports@dmarc.cyber.dhs.gov,mailto:DMARC-Reports@sba.gov;fo=1",reject,100,,,"reports@dmarc.cyber.dhs.gov,DMARC-Reports@sba.gov","reports@dmarc.cyber.dhs.gov,DMARC-Reports@sba.gov",,,,,FALSE,"Spoofing is not possible for nwbc.gov,Federal - Executive,Small Business Administration,Small Business Administration,Washington,DC,CISO@sba.gov."
"rrb.gov,Federal - Executive,Railroad Retirement Board,Bureau of Information Services,Chicago,IL,security@rrb.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:DMARC@rrb.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:DMARC@rrb.gov; rf=afrf; pct=100; ri=86400",reject,100,,,DMARC@rrb.gov,"DMARC@rrb.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for rrb.gov,Federal - Executive,Railroad Retirement Board,Bureau of Information Services,Chicago,IL,security@rrb.gov."
"sss.gov,Federal - Executive,Selective Service System,Selective Service System,Arlington,VA,soc@sss.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:soc@sss.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:soc@sss.gov; rf=afrf; sp=reject; fo=0; adkim=r; aspf=r",reject,,r,reject,,"soc@sss.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for sss.gov,Federal - Executive,Selective Service System,Selective Service System,Arlington,VA,soc@sss.gov."
"sba.gov,Federal - Executive,Small Business Administration,Small Business Administration,Washington,DC,CISO@sba.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1;p=reject;pct=100;rua=mailto:reports@dmarc.cyber.dhs.gov,mailto:DMARC-Reports@sba.gov;ruf=mailto:reports@dmarc.cyber.dhs.gov,mailto:DMARC-Reports@sba.gov;fo=1",reject,100,,,"reports@dmarc.cyber.dhs.gov,DMARC-Reports@sba.gov","reports@dmarc.cyber.dhs.gov,DMARC-Reports@sba.gov",,,,,FALSE,"Spoofing is not possible for sba.gov,Federal - Executive,Small Business Administration,Small Business Administration,Washington,DC,CISO@sba.gov."
"sbir.gov,Federal - Executive,Small Business Administration,SBA-Office of Innovation & Technology,Washington,DC,CISO@sba.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1;p=reject;pct=100;rua=mailto:reports@dmarc.cyber.dhs.gov,mailto:DMARC-Reports@sba.gov;ruf=mailto:reports@dmarc.cyber.dhs.gov,mailto:DMARC-Reports@sba.gov;fo=1",reject,100,,,"reports@dmarc.cyber.dhs.gov,DMARC-Reports@sba.gov","reports@dmarc.cyber.dhs.gov,DMARC-Reports@sba.gov",,,,,FALSE,"Spoofing is not possible for sbir.gov,Federal - Executive,Small Business Administration,SBA-Office of Innovation & Technology,Washington,DC,CISO@sba.gov."
"nrd.gov,Federal - Executive,Department of Defense,Office of Warrior Care Policy,Arlington,VA,(blank)",subdomain,1.1.1.1,,,0,FALSE,,,,,,,,,,,,TRUE,"Spoofing possible for nrd.gov,Federal - Executive,Department of Defense,Office of Warrior Care Policy,Arlington,VA,(blank)."
"ukraineoversight.gov,Federal - Executive,Department of Defense,Department of Defense Office of Inspector General,Alexandria,VA,(blank)",subdomain,1.1.1.1,,,0,FALSE,,,,,,,,,,,,TRUE,"Spoofing possible for ukraineoversight.gov,Federal - Executive,Department of Defense,Department of Defense Office of Inspector General,Alexandria,VA,(blank)."
"smithsonian.gov,Federal - Executive,Smithsonian Institution,Smithsonian Institution Office of the CIO (OCIO),Herndon,VA,abuse@si.edu",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:5e661d18@mxtoolbox.dmarc-report.com,mailto:dmarc@si.edu; ruf=mailto:5e661d18@forensics.dmarc-report.com,mailto:dmarc@si.edu; adkim=r; aspf=r; pct=100;",reject,100,r,,"5e661d18@forensics.dmarc-report.com,dmarc@si.edu","5e661d18@mxtoolbox.dmarc-report.com,dmarc@si.edu",,,,,FALSE,"Spoofing is not possible for smithsonian.gov,Federal - Executive,Smithsonian Institution,Smithsonian Institution Office of the CIO (OCIO),Herndon,VA,abuse@si.edu."
"itis.gov,Federal - Executive,Smithsonian Institution,Smithsonian Institution,Washington,DC,abuse@si.edu",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:5e661d18@mxtoolbox.dmarc-report.com,mailto:dmarc@si.edu; ruf=mailto:5e661d18@forensics.dmarc-report.com,mailto:dmarc@si.edu; adkim=r; aspf=r; pct=100;",reject,100,r,,"5e661d18@forensics.dmarc-report.com,dmarc@si.edu","5e661d18@mxtoolbox.dmarc-report.com,dmarc@si.edu",,,,,FALSE,"Spoofing is not possible for itis.gov,Federal - Executive,Smithsonian Institution,Smithsonian Institution,Washington,DC,abuse@si.edu."
"usandc.gov,Federal - Executive,Department of Defense,AFTAC/LSCSS,Patrick AFB,FL,dco@aftac.gov",subdomain,1.1.1.1,,,0,FALSE,,,,,,,,,,,,TRUE,"Spoofing possible for usandc.gov,Federal - Executive,Department of Defense,AFTAC/LSCSS,Patrick AFB,FL,dco@aftac.gov."
"sbrc.gov,Federal - Executive,Southwest Border Regional Commission,""GSA, FAS"",Washington,DC,gsa-vulnerability-reports@gsa.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; fo=1; ri=86400; rua=mailto:dmarcreports@gsa.gov, mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:dmarcfailures@gsa.gov",reject,100,,,dmarcfailures@gsa.gov,"dmarcreports@gsa.gov, reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for sbrc.gov,Federal - Executive,Southwest Border Regional Commission,""GSA, FAS"",Washington,DC,gsa-vulnerability-reports@gsa.gov."
"usgovdod.gov,Federal - Executive,Department of Defense,Office of the Department of Defense Chief Information Officer,Washington,DC,(blank)",subdomain,1.1.1.1,,,0,FALSE,,,,,,,,,,,,TRUE,"Spoofing possible for usgovdod.gov,Federal - Executive,Department of Defense,Office of the Department of Defense Chief Information Officer,Washington,DC,(blank)."
"tva.gov,Federal - Executive,Tennessee Valley Authority,TVA IT,Knoxville,TN,vdp@tva.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:smtpadmi@tva.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:reports@dmarc.cyber.dhs.gov",reject,,,,,"smtpadmi@tva.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for tva.gov,Federal - Executive,Tennessee Valley Authority,TVA IT,Knoxville,TN,vdp@tva.gov."
"ssab.gov,Federal - Executive,Social Security Advisory Board,Social Security Advisory Board,Washington,DC,admin@ssab.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=quarantine; pct=100; rua=mailto:reports@dmarc.cyber.dhs.gov, mailto:admin@ssab.gov;",quarantine,100,,,,"reports@dmarc.cyber.dhs.gov, admin@ssab.gov",,,,,FALSE,"Spoofing is not possible for ssab.gov,Federal - Executive,Social Security Advisory Board,Social Security Advisory Board,Washington,DC,admin@ssab.gov."
"hydrogen.gov,Federal - Executive,Department of Energy,Research and Special Programs Administration / Volpe,Washington,DC,DL-EEREActioNetWebTeam@ee.doe.gov",subdomain,1.1.1.1,,,0,FALSE,,,,,,,,,,,,TRUE,"Spoofing possible for hydrogen.gov,Federal - Executive,Department of Energy,Research and Special Programs Administration / Volpe,Washington,DC,DL-EEREActioNetWebTeam@ee.doe.gov."
"tvaoig.gov,Federal - Executive,Tennessee Valley Authority,Tennessee Valley Authority Office of Inspector General,Knoxville,TN,kdkeen@tvaoig.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:hostmaster@tvaoig.gov, mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:hostmaster@tvaoig.gov; aspf=r",reject,,r,,,"hostmaster@tvaoig.gov, reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for tvaoig.gov,Federal - Executive,Tennessee Valley Authority,Tennessee Valley Authority Office of Inspector General,Knoxville,TN,kdkeen@tvaoig.gov."
"pppo.gov,Federal - Executive,Department of Energy,Portsmouth/Paducah Project Office,Lexington,KY,csnotifications@pppo.gov",subdomain,1.1.1.1,,,0,FALSE,,,,,,,,,,,,TRUE,"Spoofing possible for pppo.gov,Federal - Executive,Department of Energy,Portsmouth/Paducah Project Office,Lexington,KY,csnotifications@pppo.gov."
